a5602f8a-9c6c-4f70-bea9-0364e0a2184b,2482_01,extraordinary_gazette,2482/01,Customs Ordinance — Customs notice (Gazette 2482/01),,,"Customs notice issued under the Customs Ordinance, affecting duties, exemptions or trade controls.",,,Customs Ordinance,,03/30/2026,03/30/2026,03/30/2026,customs,rate_change,4,TRUE,,,,,https://www.documents.gov.lk,FALSE,,,,TRUE,extracted,m1/raw/2482_01.pdf,2482/01,,pdfplumber,2026-05-18T12:48:37Z,,,2026-05-18T12:48:37Z,2026-05-18T12:48:37Z
c717e4fa-5026-4692-9bd6-6b41d134d884,2478_19,extraordinary_gazette,2478/19,"Land Acquisition Act (Chapter 460), Section 5 — Notice of Intended Acquisition (Gazette 2478/19)",ඉඩම් අත්කර ගැනීමේ පනත (460 වන අධිකාරිය) - අත්කර ගැනීමේ දැන්වීම,காணி கையகப்படுத்தல் சட்டம் (அதிகாரம் 460) - கையகப்படுத்தல் அறிவித்தல்,"Notice under Section 5 of the Land Acquisition Act (Chapter 460) declaring intended acquisition of identified land parcels for a public purpose (e.g. highway, irrigation, public infrastructure). Part III — Lands.",,,Land Acquisition Act (Chapter 460),,03/04/2026,03/04/2026,03/04/2026,lands,procedural_change,3,TRUE,,,,,https://www.documents.gov.lk,FALSE,,,,TRUE,extracted,m1/raw/2478_19.pdf,2478/19,,pdfplumber,2026-05-18T12:48:37Z,,,2026-05-18T12:48:37Z,2026-05-18T12:48:37Z
ee887ae9-a10e-4d4c-bd64-876009aa11f2,2479_04,extraordinary_gazette,2479/04,"Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2479/04)",1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය,1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்,"Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.",,,"Title Registration Act, No. 21 of 1998",,03/09/2026,03/09/2026,03/09/2026,lands,procedural_change,2,FALSE,,,,,https://www.documents.gov.lk,FALSE,,,,TRUE,extracted,m1/raw/2479_04.pdf,2479/04,,pdfplumber,2026-05-18T12:48:37Z,,,2026-05-18T12:48:37Z,2026-05-18T12:48:37Z
b4fb45fd-adad-459d-808c-4ad4e852de17,2479_56,extraordinary_gazette,2479/56,Extraordinary Gazette 2479/56 — Government notice,අතිවිශේෂ ගැසට් පත්‍රය - රජයේ දැන්වීම,அதி விசேட வர்த்தமான பத்திரிகை - அரசாங்க அறிவித்தல்,Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.,,,,,03/12/2026,03/12/2026,03/12/2026,general,other,2,FALSE,,,,,https://www.documents.gov.lk,FALSE,,,,TRUE,extracted,m1/raw/2479_56.pdf,2479/56,,pdfplumber,2026-05-18T12:48:37Z,,,2026-05-18T12:48:37Z,2026-05-18T12:48:37Z
242e0fcc-20cd-41e2-993d-efd1d8d6c810,2480_02,extraordinary_gazette,2480/02,Extraordinary Gazette 2480/02 — Government notice,අතිවිශේෂ ගැසට් පත්‍රය - රජයේ දැන්වීම,அதி விசேட வர்த்தமான பத்திரிகை - அரசாங்க அறிவித்தல்,Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.,,,,,03/16/2026,03/16/2026,03/16/2026,general,other,2,FALSE,,,,,https://www.documents.gov.lk,FALSE,,,,TRUE,extracted,m1/raw/2480_02.pdf,2480/02,,pdfplumber,2026-05-18T12:48:37Z,,,2026-05-18T12:48:37Z,2026-05-18T12:48:37Z
9d75b51a-504e-47a7-9b74-14f89f978c22,2480_05,extraordinary_gazette,2480/05,"Industrial Disputes Act (Chapter 131), Section 4(1) — Industrial Award (Gazette 2480/05)",කාර්මික ආරාවුල් පනත (131 වන අධිකාරිය) - 4(1) වගන්තිය යටතේ ආරාවුල් ප්‍රදානය,தொழில் முரண்பாடுகள் சட்டம் (அதிகாரம் 131) - 4(1) பிரிவின் கீழ் தொழில் தீர்ப்பு,"Industrial Award published under Section 4(1) of the Industrial Disputes Act (Chapter 131), delivered by an Industrial Court arbitrator resolving an industrial dispute between an employer and employee(s). Part I — General.",,,Industrial Disputes Act (Chapter 131),,03/16/2026,03/16/2026,03/16/2026,labour,procedural_change,3,TRUE,,,,,https://www.documents.gov.lk,FALSE,,,,TRUE,extracted,m1/raw/2480_05.pdf,2480/05,,pdfplumber,2026-05-18T12:48:37Z,,,2026-05-18T12:48:37Z,2026-05-18T12:48:37Z
5604a569-5ce4-4c20-acee-07340d3bf9b8,2480_09,extraordinary_gazette,2480/09,"Industrial Disputes Act (Chapter 131), Section 4(1) — Industrial Award (Gazette 2480/09)",කාර්මික ආරාවුල් පනත (131 වන අධිකාරිය) - 4(1) වගන්තිය යටතේ ආරාවුල් ප්‍රදානය,தொழில் முரண்பாடுகள் சட்டம் (அதிகாரம் 131) - 4(1) பிரிவின் கீழ் தொழில் தீர்ப்பு,"Industrial Award published under Section 4(1) of the Industrial Disputes Act (Chapter 131), delivered by an Industrial Court arbitrator resolving an industrial dispute between an employer and employee(s). Part I — General.",,,Industrial Disputes Act (Chapter 131),,03/16/2026,03/16/2026,03/16/2026,labour,procedural_change,3,TRUE,,,,,https://www.documents.gov.lk,FALSE,,,,TRUE,extracted,m1/raw/2480_09.pdf,2480/09,,pdfplumber,2026-05-18T12:48:37Z,,,2026-05-18T12:48:37Z,2026-05-18T12:48:37Z
b975e194-54e6-4520-835d-2807e6d89cf2,2480_31,extraordinary_gazette,2480/31,"Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2480/31)",1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය,1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்,"Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.",,,"Title Registration Act, No. 21 of 1998",,03/20/2026,03/20/2026,03/20/2026,lands,procedural_change,2,FALSE,,,,,https://www.documents.gov.lk,FALSE,,,,TRUE,extracted,m1/raw/2480_31.pdf,2480/31,,pdfplumber,2026-05-18T12:48:37Z,,,2026-05-18T12:48:37Z,2026-05-18T12:48:37Z
5b37884d-7cbd-44e7-9485-1dd53d90f0e8,2480_36,extraordinary_gazette,2480/36,"Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2480/36)",1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය,1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்,"Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.",,,"Title Registration Act, No. 21 of 1998",,03/20/2026,03/20/2026,03/20/2026,lands,procedural_change,2,FALSE,,,,,https://www.documents.gov.lk,FALSE,,,,TRUE,extracted,m1/raw/2480_36.pdf,2480/36,,pdfplumber,2026-05-18T12:48:37Z,,,2026-05-18T12:48:37Z,2026-05-18T12:48:37Z
59a1f97b-874c-4555-b942-4c07a7eddc32,2481_09,extraordinary_gazette,2481/09,Extraordinary Gazette 2481/09 — Government notice,අතිවිශේෂ ගැසට් පත්‍රය - රජයේ දැන්වීම,அதி விசேட வர்த்தமான பத்திரிகை - அரசாங்க அறிவித்தல்,Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.,,,,,03/24/2026,03/24/2026,03/24/2026,general,other,2,FALSE,,,,,https://www.documents.gov.lk,FALSE,,,,TRUE,extracted,m1/raw/2481_09.pdf,2481/09,,pdfplumber,2026-05-18T12:48:37Z,,,2026-05-18T12:48:37Z,2026-05-18T12:48:37Z
