"regulation_id","regulation_short_code","document_type","document_number","title_en","title_si","title_ta","summary_en","summary_si","summary_ta","principal_act_amended","cabinet_approval_date","bill_published_date","gazette_published_date","effective_date","domain_code","change_category","severity_level","is_sme_relevant","penalty_range_lkr","real_world_example_en","real_world_example_si","real_world_example_ta","source_url","expert_verified","expert_verified_by","expert_verified_at","sme_relevance_confidence","is_active","status","raw_pdf_path","gazette_number","raw_text","extraction_method","extracted_at","cleaned_text","amendment_type","created_at","updated_at"
"c966ff1b-12f0-479f-b344-b4ca9b72e789","2480_18","extraordinary_gazette","2480/18","Land Acquisition Act (Chapter 460), Section 5 — Notice of Intended Acquisition (Gazette 2480/18)","ඉඩම් අත්කර ගැනීමේ පනත (460 වන අධිකාරිය) - අත්කර ගැනීමේ දැන්වීම","காணி கையகப்படுத்தல் சட்டம் (அதிகாரம் 460) - கையகப்படுத்தல் அறிவித்தல்","Notice under Section 5 of the Land Acquisition Act (Chapter 460) declaring intended acquisition of identified land parcels for a public purpose (e.g. highway, irrigation, public infrastructure). Part III — Lands.","","","Land Acquisition Act (Chapter 460)","","2026-03-19","2026-03-19","2026-03-19","lands","procedural_change","3","True","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2480_18.pdf","2480/18","","pdfplumber","2026-05-18T12:41:26Z","","","2026-05-18T12:41:26Z","2026-05-18T12:41:26Z"
"67c17ec1-f31b-4e35-939f-2b00641f61d5","2480_22","extraordinary_gazette","2480/22","Extraordinary Gazette 2480/22 — Government notice","අතිවිශේෂ ගැසට් පත්‍රය - රජයේ දැන්වීම","அதி விசேட வர்த்தமான பத்திரிகை - அரசாங்க அறிவித்தல்","Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.","","","","","2026-03-19","2026-03-19","2026-03-19","general","other","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2480_22.pdf","2480/22","","pdfplumber","2026-05-18T12:41:26Z","","","2026-05-18T12:41:26Z","2026-05-18T12:41:26Z"
"f4de769d-514f-4e62-bde6-971c74b51271","2480_24","extraordinary_gazette","2480/24","Urban Development Authority Act, No. 4 of 1982 — Development plan approval (Gazette 2480/24)","1982 අංක 4 දරන නාගරික සංවර්ධන අධිකාරිය පනත - සංවර්ධන සැලැස්ම අනුමත කිරීම","1982 ஆம் ஆண்டின் 4 ஆம் இலக்க நகர அபிவிருத்தி அதிகாரசபை சட்டம் - அபிவிருத்தித் திட்ட அங்கீகாரம்","Approval of an Urban Development Area development plan under Section 8(H) of the Urban Development Authority Act, No. 4 of 1982 by the Minister of Transport, Highways and Urban Development.","","","Urban Development Authority Act, No. 4 of 1982","","2026-03-19","2026-03-19","2026-03-19","local_government","new_obligation","4","True","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2480_24.pdf","2480/24","","pdfplumber","2026-05-18T12:41:26Z","","","2026-05-18T12:41:26Z","2026-05-18T12:41:26Z"
"d5abe218-f822-4f0e-9997-7411c68e540e","2480_25","extraordinary_gazette","2480/25","Extraordinary Gazette 2480/25 — Government notice","අතිවිශේෂ ගැසට් පත්‍රය - රජයේ දැන්වීම","அதி விசேட வர்த்தமான பத்திரிகை - அரசாங்க அறிவித்தல்","Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.","","","","","2026-03-19","2026-03-19","2026-03-19","general","other","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2480_25.pdf","2480/25","","pdfplumber","2026-05-18T12:41:26Z","","","2026-05-18T12:41:26Z","2026-05-18T12:41:26Z"
"3f8c551f-7273-41c8-9262-c530f3d661b3","2480_38","extraordinary_gazette","2480/38","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2480/38)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-03-20","2026-03-20","2026-03-20","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2480_38.pdf","2480/38","","pdfplumber","2026-05-18T12:41:26Z","","","2026-05-18T12:41:26Z","2026-05-18T12:41:26Z"
"b5ef163b-a835-411a-ac83-ad3d083a5273","2480_39","extraordinary_gazette","2480/39","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2480/39)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-03-20","2026-03-20","2026-03-20","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2480_39.pdf","2480/39","","pdfplumber","2026-05-18T12:41:26Z","","","2026-05-18T12:41:26Z","2026-05-18T12:41:26Z"
"a1d9da8a-6df0-467b-ac5c-af5cb6a2e329","2480_42","extraordinary_gazette","2480/42","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2480/42)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-03-20","2026-03-20","2026-03-20","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2480_42.pdf","2480/42","","pdfplumber","2026-05-18T12:41:26Z","","","2026-05-18T12:41:26Z","2026-05-18T12:41:26Z"
"0a7c6ec9-46f1-43e5-9579-3b7c0e1888ff","2480_43","extraordinary_gazette","2480/43","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2480/43)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-03-20","2026-03-20","2026-03-20","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2480_43.pdf","2480/43","","pdfplumber","2026-05-18T12:41:26Z","","","2026-05-18T12:41:26Z","2026-05-18T12:41:26Z"
"3f37d983-148c-49f7-b0e2-6e90d96ef560","2480_46","extraordinary_gazette","2480/46","Extraordinary Gazette 2480/46 — Government notice","අතිවිශේෂ ගැසට් පත්‍රය - රජයේ දැන්වීම","அதி விசேட வர்த்தமான பத்திரிகை - அரசாங்க அறிவித்தல்","Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.","","","","","2026-03-20","2026-03-20","2026-03-20","general","other","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2480_46.pdf","2480/46","","pdfplumber","2026-05-18T12:41:26Z","","","2026-05-18T12:41:26Z","2026-05-18T12:41:26Z"
"bc1a270f-dd5a-4093-b7f8-6a1b262be3b6","2481_02","extraordinary_gazette","2481/02","Extraordinary Gazette 2481/02 — Government notice","අතිවිශේෂ ගැසට් පත්‍රය - රජයේ දැන්වීම","அதி விசேட வர்த்தமான பத்திரிகை - அரசாங்க அறிவித்தல்","Extraordinary Gazette publication. Full classification pending expert review; see raw_text for the underlying multilingual notice content.","","","","","2026-03-23","2026-03-23","2026-03-23","general","other","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2481_02.pdf","2481/02","","pdfplumber","2026-05-18T12:41:27Z","","","2026-05-18T12:41:27Z","2026-05-18T12:41:27Z"
