"regulation_id","regulation_short_code","document_type","document_number","title_en","title_si","title_ta","summary_en","summary_si","summary_ta","principal_act_amended","cabinet_approval_date","bill_published_date","gazette_published_date","effective_date","domain_code","change_category","severity_level","is_sme_relevant","penalty_range_lkr","real_world_example_en","real_world_example_si","real_world_example_ta","source_url","expert_verified","expert_verified_by","expert_verified_at","sme_relevance_confidence","is_active","status","raw_pdf_path","gazette_number","raw_text","extraction_method","extracted_at","cleaned_text","amendment_type","created_at","updated_at"
"9aa4d07a-1935-43a8-90f8-6ebc01945a2d","2474_39","extraordinary_gazette","2474/39","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2474/39)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-02-05","2026-02-05","2026-02-05","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2474_39.pdf","2474/39","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"c79fc8d3-3710-4f9d-8137-00da8b45a830","2474_52","extraordinary_gazette","2474/52","Title Registration Act, No. 21 of 1998, Section 12 — preliminary notice calling for claims (Gazette 2474/52)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Preliminary notice calling for claims published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-02-06","2026-02-06","2026-02-06","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2474_52.pdf","2474/52","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"1478b309-97d0-40d2-8184-5348a54ce41c","2475_25","extraordinary_gazette","2475/25","Land Acquisition Act (Chapter 460), Section 5 — Notice of Intended Acquisition (Gazette 2475/25)","ඉඩම් අත්කර ගැනීමේ පනත (460 වන අධිකාරිය) - අත්කර ගැනීමේ දැන්වීම","காணி கையகப்படுத்தல் சட்டம் (அதிகாரம் 460) - கையகப்படுத்தல் அறிவித்தல்","Notice under Section 5 of the Land Acquisition Act (Chapter 460) declaring intended acquisition of identified land parcels for a public purpose (e.g. highway, irrigation, public infrastructure). Part III — Lands.","","","Land Acquisition Act (Chapter 460)","","2026-02-11","2026-02-11","2026-02-11","lands","procedural_change","3","True","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2475_25.pdf","2475/25","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"320104c1-5ad3-4347-9497-cb852b8d913b","2475_36","extraordinary_gazette","2475/36","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2475/36)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-02-14","2026-02-14","2026-02-14","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2475_36.pdf","2475/36","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"b041f75b-c2f9-497b-b6e0-510975859296","2475_47","extraordinary_gazette","2475/47","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2475/47)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-02-14","2026-02-14","2026-02-14","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2475_47.pdf","2475/47","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"9614f48c-57f0-4889-81ce-bd0b85361dee","2476_12","extraordinary_gazette","2476/12","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2476/12)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-02-18","2026-02-18","2026-02-18","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2476_12.pdf","2476/12","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"fcbf4196-167d-4616-8c37-d106555e813d","2476_15","extraordinary_gazette","2476/15","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2476/15)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-02-18","2026-02-18","2026-02-18","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2476_15.pdf","2476/15","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"c3674c01-01fb-4e49-9d5c-f6cdc28bf463","2477_11","extraordinary_gazette","2477/11","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2477/11)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-02-23","2026-02-23","2026-02-23","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2477_11.pdf","2477/11","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"6aae7c34-05d4-4280-bfae-4941135656f7","2477_27","extraordinary_gazette","2477/27","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2477/27)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-02-24","2026-02-24","2026-02-24","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2477_27.pdf","2477/27","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"a11d1241-8d40-40c6-85bb-1a07a18507d0","2470_09","extraordinary_gazette","2470/09","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2470/09)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-01-05","2026-01-05","2026-01-05","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2470_09.pdf","2470/09","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"f6d0900a-e658-4a0a-a8a8-d49767605461","2470_27","extraordinary_gazette","2470/27","Notaries Ordinance (Chapter 107) — Appointment of Notaries (Gazette 2470/27)","නෝතාරිස්වරයන් පත් කිරීමේ ආඥා පනත (107 වන අධිකාරිය) - නෝතාරිස්වරයන් පත් කිරීම","நோட்டாரிசுக்கான கட்டளைச் சட்டம் (அதிகாரம் 107) - நோட்டாரிசுகளை நியமித்தல்","Notice published under Section 3 of the Notaries Ordinance (Chapter 107) announcing appointments of Notaries Public for specified districts, made by the Minister of Public Administration. Part I — General.","","","Notaries Ordinance (Chapter 107)","","2026-01-07","2026-01-07","2026-01-07","justice","registration_change","2","True","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2470_27.pdf","2470/27","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"83c6fddf-1870-4c54-8a57-987f862585bc","2470_39","extraordinary_gazette","2470/39","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2470/39)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-01-08","2026-01-08","2026-01-08","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2470_39.pdf","2470/39","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"e467a697-df9a-4439-a388-df025b7750de","2470_41","extraordinary_gazette","2470/41","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2470/41)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-01-08","2026-01-08","2026-01-08","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2470_41.pdf","2470/41","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"957aeff9-a97a-402a-a0d5-c85427033891","2471_08","extraordinary_gazette","2471/08","Land Acquisition Act (Chapter 460), Section 5 — Notice of Intended Acquisition (Gazette 2471/08)","ඉඩම් අත්කර ගැනීමේ පනත (460 වන අධිකාරිය) - අත්කර ගැනීමේ දැන්වීම","காணி கையகப்படுத்தல் சட்டம் (அதிகாரம் 460) - கையகப்படுத்தல் அறிவித்தல்","Notice under Section 5 of the Land Acquisition Act (Chapter 460) declaring intended acquisition of identified land parcels for a public purpose (e.g. highway, irrigation, public infrastructure). Part III — Lands.","","","Land Acquisition Act (Chapter 460)","","2026-01-12","2026-01-12","2026-01-12","lands","procedural_change","3","True","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2471_08.pdf","2471/08","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"8c68a001-2703-48a3-9874-ffed8e3ff30f","2471_13","extraordinary_gazette","2471/13","Industrial Disputes Act (Chapter 131), Section 4(1) — Industrial Award (Gazette 2471/13)","කාර්මික ආරාවුල් පනත (131 වන අධිකාරිය) - 4(1) වගන්තිය යටතේ ආරාවුල් ප්‍රදානය","தொழில் முரண்பாடுகள் சட்டம் (அதிகாரம் 131) - 4(1) பிரிவின் கீழ் தொழில் தீர்ப்பு","Industrial Award published under Section 4(1) of the Industrial Disputes Act (Chapter 131), delivered by an Industrial Court arbitrator resolving an industrial dispute between an employer and employee(s). Part I — General.","","","Industrial Disputes Act (Chapter 131)","","2026-01-13","2026-01-13","2026-01-13","labour","procedural_change","3","True","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2471_13.pdf","2471/13","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"996d9adc-7372-4515-b1e5-9eb5360ea75e","2471_21","extraordinary_gazette","2471/21","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2471/21)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-01-13","2026-01-13","2026-01-13","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2471_21.pdf","2471/21","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"69903462-b122-4f33-9f16-fa743370adfa","2471_22","extraordinary_gazette","2471/22","Title Registration Act, No. 21 of 1998, Section 14 — Commissioner of Title Settlement's decision under Section 14 (Gazette 2471/22)","1998 අංක 21 දරන හිමිකම් ලියාපදිංචි කිරීමේ පනත - හිමිකම් සැකසුම් කොමසාරිස්ගේ තීරණය","1998 ஆம் ஆண்டின் 21 ஆம் இலக்க உரித்துப் பதிவுச் சட்டம் - உரித்து நிர்ணய ஆணையாளரின் தீர்மானம்","Commissioner of title settlement's decision under section 14 published under the Title Registration Act, No. 21 of 1998 for specified land parcels identified by Cadastral Map and Grama Niladhari Division. Part III — Lands. Issued from the Land Title Settlement Department, Battaramulla.","","","Title Registration Act, No. 21 of 1998","","2026-01-13","2026-01-13","2026-01-13","lands","procedural_change","2","False","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2471_22.pdf","2471/22","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
"f268c7af-aa64-4658-aaa4-10b826de217e","2471_56","extraordinary_gazette","2471/56","Industrial Disputes Act (Chapter 131), Section 4(1) — Industrial Award (Gazette 2471/56)","කාර්මික ආරාවුල් පනත (131 වන අධිකාරිය) - 4(1) වගන්තිය යටතේ ආරාවුල් ප්‍රදානය","தொழில் முரண்பாடுகள் சட்டம் (அதிகாரம் 131) - 4(1) பிரிவின் கீழ் தொழில் தீர்ப்பு","Industrial Award published under Section 4(1) of the Industrial Disputes Act (Chapter 131), delivered by an Industrial Court arbitrator resolving an industrial dispute between an employer and employee(s). Part I — General.","","","Industrial Disputes Act (Chapter 131)","","2026-01-16","2026-01-16","2026-01-16","labour","procedural_change","3","True","","","","","https://www.documents.gov.lk","False","","","","True","extracted","m1/raw/2471_56.pdf","2471/56","","pdfplumber","2026-05-18T08:27:41Z","","","2026-05-18T08:27:41Z","2026-05-18T08:27:41Z"
